DriverPointsPerRace,TeamPointsPerRace,GridPosition,FinishPosition,PitStops,Stint1Length,Stint1Compound,Stint2Length,Stint2Compound,Stint3Length,Stint3Compound,Stint4Length,Stint4Compound,Laps,LengthKM,TurnCount,DrsZones,PitLaneLengthM,DegradationLevel,StreetCircuit,AvgTrackTemp,AvgAirTemp,AvgHumidity,RainfallMM,SafetyCarLaps,Score
2.111111111111111,4.666666666666667,10.0,7.0,1,18,C2,33,C1,0,,0,,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10,11
4.0,4.888888888888889,13.0,8.0,2,12,C2,19,C1,20,C2,0,,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10,8
4.111111111111111,5.444444444444445,7.0,9.0,1,24,C2,27,C1,0,,0,,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10,-2
2.5555555555555554,4.666666666666667,12.0,10.0,2,12,C2,19,C1,20,C2,0,,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10,2
0.8888888888888888,4.888888888888889,17.0,11.0,2,20,C2,12,C1,19,C2,0,,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10,0
0.4444444444444444,0.4444444444444444,19.0,12.0,1,29,C1,22,C2,0,,0,,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10,0
2.0,2.111111111111111,14.0,13.0,2,19,C2,12,C1,20,C2,0,,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10,0
0.0,0.4444444444444444,18.0,14.0,1,20,C2,31,C1,0,,0,,52,5.891,18,2,510,High,False,52.16938775510204,27.43163265306122,38.73979591836735,0.0,10,0
16.3,26.7,14.0,1.0,1,41,C2,25,C4,0,,0,,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,50
10.4,26.7,2.0,2.0,2,27,C4,24,C2,15,C4,0,,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,18
11.6,28.7,3.0,3.0,2,13,C4,39,C2,14,C4,0,,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,15
9.3,19.9,4.0,4.0,3,28,C4,17,C2,4,I,17,C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,12
4.2,7.0,7.0,5.0,3,17,C4,33,C1,4,I,12,C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,14
1.2,5.1,6.0,6.0,3,20,C4,30,C1,4,I,12,C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,8
2.4,4.9,10.0,7.0,1,21,C4,45,C2,0,,0,,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,11
2.5,4.9,15.0,8.0,1,24,C4,42,C2,0,,0,,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,8
0.3,1.6,13.0,9.0,1,37,C2,29,C4,0,,0,,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,4
0.1,1.9,17.0,10.0,2,27,C2,24,C1,15,C4,0,,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,2
3.9,5.1,5.0,11.0,3,19,C4,31,C1,4,I,12,C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,-10
2.8,7.0,8.0,12.0,3,19,C4,30,C1,6,I,11,C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,-4
0.8,4.8,19.0,13.0,2,28,C2,23,C1,15,C4,0,,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,0
1.8,1.9,16.0,14.0,2,42,C2,3,W,20,C4,0,,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,0
1.3,1.6,9.0,15.0,3,19,C4,23,C2,3,I,20,C4,67,4.574,17,2,307,Low,False,40.66826923076923,26.40192307692308,54.80769230769231,0.25961538461538464,7,-2
17.09090909090909,28.181818181818183,1.0,1.0,1,23,C4,45,C2,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,25
15.545454545454545,27.454545454545453,4.0,2.0,1,38,C2,31,C4,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,24
11.909090909090908,27.454545454545453,3.0,3.0,2,13,C4,24,C2,32,C2,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,15
9.636363636363637,19.181818181818183,12.0,4.0,1,43,C2,26,C4,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,24
11.090909090909092,28.181818181818183,2.0,5.0,1,14,C4,55,C2,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,2
1.6363636363636365,1.8181818181818181,6.0,6.0,1,31,C4,38,C2,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,8
3.5454545454545454,5.363636363636363,9.0,7.0,1,30,C4,38,C2,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,10
3.6363636363636362,4.363636363636363,11.0,8.0,1,38,C2,30,C1,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,8
2.5454545454545454,7.2727272727272725,5.0,9.0,1,24,C2,44,C1,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,-6
1.8181818181818181,5.363636363636363,10.0,10.0,1,28,C4,40,C2,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,1
0.18181818181818182,1.8181818181818181,8.0,11.0,1,23,C4,45,C1,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,-4
4.7272727272727275,7.2727272727272725,13.0,12.0,2,22,C2,27,C1,19,C4,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,0
2.6363636363636362,5.363636363636363,18.0,13.0,1,38,C2,30,C4,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,0
2.727272727272727,5.363636363636363,19.0,14.0,1,21,C4,47,C2,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,0
0.45454545454545453,1.6363636363636365,14.0,15.0,1,5,C4,62,C1,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,0
0.0,0.36363636363636365,20.0,16.0,1,30,C2,37,C1,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,0
0.36363636363636365,0.36363636363636365,15.0,17.0,1,46,C1,21,C4,0,,0,,70,4.381,14,1,364,Medium,False,51.08971962616822,33.75887850467289,33.00654205607477,0.0,4,0
15.75,27.916666666666668,2.0,1.0,1,20,C3,22,C2,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,32
17.75,28.75,1.0,2.0,1,20,C3,23,C2,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,11
8.75,18.583333333333332,7.0,3.0,1,25,C3,18,C2,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,24
11.0,28.75,19.0,4.0,2,1,C2,27,C3,15,C2,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,24
2.5,4.916666666666667,4.0,5.0,1,24,C3,19,C2,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,8
2.4166666666666665,4.916666666666667,3.0,6.0,1,23,C3,20,C2,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,1
1.75,5.5,5.0,7.0,1,22,C3,21,C3,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,2
3.75,5.5,9.0,8.0,1,25,C3,18,C3,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,6
2.1666666666666665,2.3333333333333335,10.0,9.0,1,24,C3,19,C2,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,3
0.4166666666666667,1.5,13.0,10.0,1,25,C2,17,C3,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,2
2.5,6.833333333333333,14.0,11.0,1,21,C1,21,C3,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,0
0.0,0.3333333333333333,16.0,12.0,1,23,C2,19,C3,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,0
0.3333333333333333,0.3333333333333333,17.0,13.0,1,22,C2,20,C3,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,0
0.16666666666666666,2.3333333333333335,11.0,14.0,1,30,C2,12,C3,0,,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,0
0.6666666666666666,4.333333333333333,18.0,15.0,2,1,C2,26,C1,15,C3,0,,44,7.004,19,2,367,Medium,False,27.89811320754717,17.327358490566038,37.700943396226414,0.0,4,0
17.76923076923077,28.846153846153847,3.0,1.0,1,27,C3,25,C2,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,35
11.23076923076923,27.692307692307693,1.0,2.0,1,18,C3,33,C2,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,11
11.076923076923077,28.846153846153847,4.0,3.0,1,35,C3,17,C2,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,18
16.46153846153846,27.692307692307693,2.0,4.0,1,28,C2,24,C3,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,6
9.23076923076923,18.307692307692307,5.0,5.0,1,25,C3,27,C2,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,10
2.8461538461538463,5.923076923076923,8.0,6.0,1,37,C3,15,C2,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,12
3.076923076923077,5.923076923076923,14.0,7.0,1,38,C3,14,C2,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,12
2.3076923076923075,6.3076923076923075,7.0,8.0,1,38,C3,14,C2,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,2
0.3076923076923077,0.3076923076923077,10.0,9.0,1,34,C3,17,C2,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,3
0.0,0.3076923076923077,12.0,10.0,1,36,C3,15,C2,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,2
1.0,1.4615384615384615,15.0,11.0,1,33,C2,18,C3,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,0
0.6153846153846154,4.0,17.0,12.0,1,23,C3,28,C2,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,0
4.0,6.3076923076923075,20.0,13.0,1,40,C2,11,C3,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,0
2.1538461538461537,2.3076923076923075,9.0,14.0,1,33,C3,18,C2,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,-2
0.46153846153846156,1.4615384615384615,18.0,15.0,1,41,C3,10,C3,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,0
3.769230769230769,5.846153846153846,11.0,16.0,1,3,C2,48,C1,0,,0,,53,5.793,11,2,417,Low,False,30.822222222222223,22.189898989898992,63.8070707070707,0.23232323232323232,3,0
18.285714285714285,29.642857142857142,1.0,1.0,1,13,C5,46,C2,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,25
9.285714285714286,17.714285714285715,2.0,2.0,1,16,C5,44,C2,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,18
16.142857142857142,27.857142857142858,3.0,3.0,1,13,C5,47,C4,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,15
11.357142857142858,29.642857142857142,4.0,4.0,1,15,C5,45,C2,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,12
11.714285714285714,27.857142857142858,5.0,5.0,1,21,C5,39,C2,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,10
8.428571428571429,17.714285714285715,6.0,6.0,1,26,C5,34,C4,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,8
3.142857142857143,3.7142857142857144,11.0,7.0,1,37,C4,23,C2,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,12
2.4285714285714284,6.142857142857143,12.0,8.0,1,36,C4,23,C2,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,8
0.9285714285714286,1.3571428571428572,13.0,9.0,1,37,C4,22,C5,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,4
3.7142857142857144,6.142857142857143,10.0,10.0,1,14,C5,45,C4,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,1
0.42857142857142855,1.3571428571428572,14.0,11.0,1,55,C4,4,C5,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,0
0.5714285714285714,3.7142857142857144,18.0,12.0,1,57,C4,2,C2,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,0
2.0,2.142857142857143,15.0,13.0,1,25,C5,34,C4,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,0
0.42857142857142855,0.5,20.0,14.0,1,39,C2,20,C4,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,0
1.9285714285714286,5.428571428571429,8.0,15.0,1,15,C5,44,C2,0,,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,-4
3.2857142857142856,6.5,7.0,16.0,3,16,C5,16,C4,6,C2,21,C2,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,-6
0.14285714285714285,2.142857142857143,17.0,17.0,2,13,C5,22,C4,24,C5,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,0
3.5,5.428571428571429,16.0,18.0,2,25,C4,10,C2,23,C5,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,0
0.07142857142857142,0.5,19.0,19.0,2,2,C4,55,C2,1,C5,0,,61,5.063,19,3,404,Low,True,33.12406015037594,29.86541353383459,66.03609022556391,0.0,4,0
18.733333333333334,30.133333333333333,2.0,1.0,1,13,C4,39,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,32
11.4,30.133333333333333,1.0,2.0,1,10,C4,41,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,11
16.066666666666666,27.666666666666668,3.0,3.0,1,12,C4,40,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,15
11.6,27.666666666666668,4.0,4.0,1,17,C4,35,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,12
9.866666666666667,18.266666666666666,19.0,5.0,1,42,C2,10,C4,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,20
8.4,18.266666666666666,18.0,6.0,1,38,C2,14,C4,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,16
1.0,1.4,7.0,7.0,1,9,C5,43,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,6
3.2666666666666666,5.066666666666666,5.0,8.0,1,8,C5,43,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,-2
3.0,6.066666666666666,6.0,9.0,1,9,C5,42,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,-4
3.066666666666667,6.066666666666666,8.0,10.0,1,11,C5,40,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,-2
1.8,5.066666666666666,9.0,11.0,1,7,C5,44,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,-2
3.533333333333333,6.066666666666666,12.0,12.0,1,34,C2,17,C4,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,0
0.4,1.4,10.0,13.0,2,10,C5,26,C2,15,C4,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,-1
3.3333333333333335,3.8666666666666667,16.0,14.0,1,4,C4,47,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,0
0.4,0.4666666666666667,14.0,15.0,1,6,C4,45,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,0
0.5333333333333333,3.8666666666666667,15.0,16.0,1,10,C4,40,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,0
2.533333333333333,6.066666666666666,11.0,17.0,1,31,C2,19,C4,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,0
0.06666666666666667,0.4666666666666667,13.0,18.0,1,9,C4,41,C2,0,,0,,53,5.848,18,2,418,Low,False,29.945454545454545,24.778181818181817,61.30818181818182,0.01818181818181818,0,0
19.125,30.9375,1.0,1.0,1,22,C2,29,C1,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,25
11.8125,30.9375,2.0,2.0,1,22,C2,30,C1,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,18
9.875,18.25,3.0,3.0,1,20,C3,32,C2,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,15
8.375,18.25,15.0,4.0,1,22,C2,30,C1,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,24
11.625,27.625,4.0,5.0,1,16,C3,36,C1,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,8
16.0,27.625,8.0,6.0,1,25,C3,27,C2,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,12
2.9375,5.875,9.0,7.0,1,23,C3,29,C2,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,10
1.6875,5.0,5.0,8.0,1,28,C2,24,C1,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,-2
2.9375,5.875,11.0,9.0,1,25,C3,27,C1,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,4
2.375,5.6875,13.0,10.0,1,31,C2,20,C1,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,2
1.75,1.875,7.0,11.0,1,28,C3,23,C2,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,-6
0.375,1.6875,20.0,12.0,1,4,C2,47,C1,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,0
0.125,1.875,6.0,13.0,1,27,C3,24,C2,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,-8
3.125,3.625,18.0,14.0,1,25,C2,26,C1,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,0
0.5,3.625,19.0,15.0,1,22,C2,29,C1,0,,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,0
0.0625,0.4375,17.0,16.0,2,3,C2,34,C1,14,C3,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,0
0.375,0.4375,14.0,17.0,2,13,C2,25,C1,13,C3,0,,53,5.807,18,1,405,High,False,37.17037037037037,28.26481481481482,50.51574074074074,0.0,6,0
11.529411764705882,27.058823529411764,2.0,1.0,1,21,C4,35,C2,0,,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,32
10.176470588235293,18.764705882352942,18.0,2.0,1,22,C2,34,C3,0,,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,36
19.470588235294116,31.647058823529413,1.0,3.0,2,11,C3,26,C2,19,C2,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,5
15.529411764705882,27.058823529411764,5.0,4.0,1,26,C3,30,C2,0,,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,14
12.176470588235293,31.647058823529413,3.0,5.0,1,23,C3,33,C2,0,,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,5
3.1176470588235294,5.411764705882353,7.0,6.0,1,23,C4,33,C2,0,,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,10
2.2941176470588234,5.411764705882353,11.0,7.0,1,24,C3,32,C2,0,,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,12
3.1176470588235294,6.0,10.0,8.0,1,25,C4,31,C2,0,,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,7
0.11764705882352941,1.7647058823529411,20.0,9.0,1,27,C3,28,C2,0,,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,4
0.35294117647058826,1.588235294117647,16.0,10.0,1,30,C2,25,C3,0,,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,2
0.47058823529411764,3.411764705882353,17.0,11.0,2,10,C3,30,C2,15,C2,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,0
1.6470588235294117,1.7647058823529411,19.0,12.0,2,10,C3,26,C2,19,C4,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,0
0.058823529411764705,0.4117647058823529,14.0,13.0,2,10,C3,19,C2,26,C3,0,,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,0
0.35294117647058826,0.4117647058823529,15.0,14.0,3,2,C3,3,C2,33,,16,C4,56,5.513,20,2,414,Medium,False,30.486259541984733,21.93358778625954,37.555725190839695,0.0,2,0
10.61111111111111,18.72222222222222,2.0,1.0,2,13,C4,35,C3,23,C3,0,,71,4.304,17,2,378,High,False,34.47028985507246,20.1231884057971,50.70942028985507,0.0,5,32
15.333333333333334,27.61111111111111,4.0,2.0,2,17,C4,30,C3,24,C4,0,,71,4.304,17,2,378,High,False,34.47028985507246,20.1231884057971,50.70942028985507,0.0,5,24
12.277777777777779,27.61111111111111,6.0,3.0,1,17,C4,54,C3,0,,0,,71,4.304,17,2,378,High,False,34.47028985507246,20.1231884057971,50.70942028985507,0.0,5,22
19.22222222222222,31.27777777777778,3.0,4.0,2,11,C4,36,C3,24,C4,0,,71,4.304,17,2,378,High,False,34.47028985507246,20.1231884057971,50.70942028985507,0.0,5,9
12.055555555555555,31.27777777777778,5.0,5.0,3,11,C4,37,C3,14,C4,8,C5,71,4.304,17,2,378,High,False,34.47028985507246,20.1231884057971,50.70942028985507,0.0,5,10
3.388888888888889,5.888888888888889,7.0,6.0,1,12,C5,57,C3,0,,0,,71,4.304,17,2,378,High,False,34.47028985507246,20.1231884057971,50.70942028985507,0.0,5,10
1.1666666666666667,1.5555555555555556,9.0,7.0,1,13,C5,56,C3,0,,0,,71,4.304,17,2,378,High,False,34.47028985507246,20.1231884057971,50.70942028985507,0.0,5,10
0.4444444444444444,3.2222222222222223,15.0,8.0,1,12,C4,57,C3,0,,0,,71,4.304,17,2,378,High,False,34.47028985507246,20.1231884057971,50.70942028985507,0.0,5,8
0.3888888888888889,1.5555555555555556,10.0,9.0,1,16,C5,53,C3,0,,0,,71,4.304,17,2,378,High,False,34.47028985507246,20.1231884057971,50.70942028985507,0.0,5,3
1.5555555555555556,1.7777777777777777,20.0,10.0,2,5,C5,21,C3,43,C3,0,,71,4.304,17,2,378,High,False,34.47028985507246,20.1231884057971,50.70942028985507,0.0,5,2
