DriverPointsPerRace,TeamPointsPerRace,GridPosition,FinishPosition,PitStops,Stint1Length,Stint1Compound,Stint2Length,Stint2Compound,Stint3Length,Stint3Compound,Stint4Length,Stint4Compound,Laps,LengthKM,TurnCount,DrsZones,PitLaneLengthM,DegradationLevel,StreetCircuit,AvgTrackTemp,AvgAirTemp,AvgHumidity,RainfallMM,SafetyCarLaps,Score
13.285714285714286,25.5,2.0,3.0,4,17,C3,28,C2,11,C1,1,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,12
10.428571428571429,22.571428571428573,4.0,4.0,3,29,C2,19,C1,9,C2,15,C2,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,12
13.642857142857142,33.92857142857143,5.0,5.0,4,14,C3,26,C2,16,C1,1,C2,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,10
3.642857142857143,8.214285714285714,13.0,6.0,3,12,C3,35,C1,10,C3,15,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,16
5.428571428571429,6.785714285714286,7.0,7.0,3,17,C2,30,C1,10,C3,15,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,6
12.214285714285714,25.5,3.0,8.0,3,14,C3,29,C2,14,C1,15,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,-7
4.571428571428571,8.214285714285714,12.0,9.0,3,18,C3,38,C1,1,C3,15,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,4
0.2857142857142857,1.7142857142857142,10.0,10.0,4,16,C3,22,C2,18,C1,1,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,1
1.2857142857142858,2.0714285714285716,11.0,11.0,4,11,C3,21,C2,24,C1,1,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,0
0.2857142857142857,0.2857142857142857,15.0,12.0,4,21,C2,21,C2,13,C1,1,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,0
0.8571428571428571,2.4285714285714284,8.0,13.0,4,13,C2,20,C2,14,C1,9,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,-4
1.4285714285714286,1.7142857142857142,19.0,14.0,4,9,C3,26,C2,13,C1,8,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,0
1.5714285714285714,2.4285714285714284,18.0,15.0,4,14,C2,20,C2,13,C1,9,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,0
0.35714285714285715,3.642857142857143,14.0,16.0,4,12,C3,25,C3,18,C2,1,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,0
1.3571428571428572,6.785714285714286,17.0,17.0,5,11,C3,16,C2,20,C1,8,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,0
0.0,0.2857142857142857,20.0,18.0,4,13,C3,13,C2,28,C1,1,C3,72,4.259,14,2,235,High,False,33.44601226993865,22.73006134969325,75.38036809815951,0.0,9,0
20.666666666666668,34.06666666666667,7.0,1.0,2,25,C4,23,C3,5,C4,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,44
13.4,25.066666666666666,1.0,2.0,3,12,C4,21,C3,15,C4,5,C4,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,11
12.533333333333333,23.066666666666666,2.0,3.0,2,23,C4,24,C2,6,C4,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,12
11.666666666666666,25.066666666666666,18.0,4.0,2,30,C3,17,C4,6,C4,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,24
10.533333333333333,23.066666666666666,19.0,5.0,1,33,C3,20,C4,0,,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,20
13.4,34.06666666666667,13.0,6.0,2,7,C3,35,C2,11,C4,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,16
5.466666666666667,6.733333333333333,3.0,7.0,2,35,C3,12,C4,6,C4,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,-3
1.2,1.9333333333333333,5.0,8.0,1,18,C3,35,C2,0,,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,-2
0.0,0.26666666666666666,8.0,9.0,1,19,C4,34,C3,0,,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,0
0.3333333333333333,3.4,9.0,10.0,1,18,C3,35,C2,0,,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,0
4.4,8.333333333333334,14.0,11.0,1,19,C4,34,C2,0,,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,0
0.8,2.2666666666666666,17.0,12.0,1,33,C3,20,C4,0,,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,0
3.066666666666667,3.4,15.0,13.0,1,35,C3,17,C4,0,,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,0
0.7333333333333333,1.9333333333333333,20.0,14.0,2,19,C3,28,C2,5,C4,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,0
0.0,0.26666666666666666,10.0,15.0,2,15,C3,32,C2,5,C4,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,-1
1.4666666666666666,2.2666666666666666,16.0,16.0,2,24,C3,22,C2,6,C4,0,,53,5.793,11,2,417,Low,False,43.138775510204084,27.73469387755102,33.14965986394558,0.0,8,0
13.125,34.0625,2.0,1.0,1,35,I,24,C4,0,,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,32
13.6875,25.375,1.0,2.0,1,34,I,25,C4,0,,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,11
11.6875,25.375,4.0,3.0,1,35,I,24,C4,0,,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,18
5.5,6.6875,6.0,4.0,1,36,I,23,C4,0,,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,16
1.1875,6.6875,16.0,5.0,1,36,I,23,C5,0,,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,20
0.3125,1.5625,11.0,6.0,1,35,I,24,C4,0,,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,16
20.9375,34.0625,8.0,7.0,2,35,I,5,C4,19,C5,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,8
1.25,1.5625,13.0,8.0,1,34,I,25,C4,0,,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,8
10.5,23.1875,3.0,9.0,1,34,I,25,C4,0,,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,-11
1.375,2.0625,7.0,10.0,1,33,I,26,C4,0,,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,-4
2.875,3.25,15.0,11.0,1,33,I,26,C5,0,,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,0
1.375,2.125,9.0,12.0,2,7,I,26,I,26,C4,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,-2
0.75,2.125,12.0,13.0,2,34,I,7,C4,17,C5,0,,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,0
12.6875,23.1875,0.0,14.0,4,21,I,14,C4,6,C4,10,C5,61,5.063,19,3,404,Low,True,28.973333333333333,26.23254901960784,87.44705882352942,0.1803921568627451,13,0
20.058823529411764,33.88235294117647,1.0,1.0,2,2,I,5,W,22,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,25
13.823529411764707,33.88235294117647,4.0,2.0,2,2,I,5,W,21,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,24
13.941176470588236,25.823529411764707,2.0,3.0,2,2,I,5,W,21,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,12
3.8823529411764706,7.352941176470588,5.0,4.0,2,2,I,5,W,21,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,14
10.0,21.941176470588236,6.0,5.0,2,2,I,5,W,21,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,12
1.411764705882353,2.176470588235294,9.0,6.0,2,2,I,3,W,23,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,14
3.4705882352941178,7.352941176470588,7.0,7.0,3,2,I,6,W,14,I,6,I,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,6
11.941176470588236,21.941176470588236,8.0,8.0,2,2,I,5,W,21,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,4
0.0,0.35294117647058826,20.0,9.0,2,2,I,3,W,23,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,4
5.882352941176471,7.588235294117647,10.0,10.0,2,2,I,4,W,22,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,1
1.7058823529411764,7.588235294117647,11.0,11.0,2,2,I,6,W,20,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,0
0.7647058823529411,2.176470588235294,19.0,12.0,3,2,I,5,W,12,I,9,I,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,0
0.6470588235294118,2.0,13.0,13.0,3,2,I,5,W,13,I,8,I,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,0
1.2941176470588236,2.0,18.0,14.0,2,2,I,5,W,21,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,0
2.7058823529411766,3.0588235294117645,12.0,15.0,2,2,I,4,W,22,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,0
0.35294117647058826,3.0588235294117645,14.0,16.0,3,2,I,7,W,9,I,10,I,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,0
0.7058823529411765,2.0,15.0,17.0,2,2,I,9,W,17,I,0,,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,0
1.3529411764705883,2.0,17.0,18.0,4,1,I,1,W,5,W,12,I,53,5.807,18,1,405,High,False,19.930588235294113,16.717647058823534,86.21176470588236,0.9803921568627451,2,0
20.333333333333332,34.388888888888886,2.0,1.0,2,13,C3,22,C2,21,C3,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,32
10.0,21.5,3.0,2.0,2,12,C3,22,C2,22,C2,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,21
14.0,25.22222222222222,12.0,3.0,2,18,C3,17,C2,21,C3,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,30
14.055555555555555,34.388888888888886,9.0,4.0,2,14,C3,24,C2,18,C3,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,22
11.5,21.5,4.0,5.0,3,13,C3,23,C2,18,C2,2,C4,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,8
5.611111111111111,7.222222222222222,6.0,6.0,2,14,C3,20,C2,22,C2,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,8
3.611111111111111,7.944444444444445,14.0,7.0,2,18,C2,4,C3,34,C2,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,12
1.7777777777777777,2.5,10.0,8.0,2,18,C3,23,C3,15,C2,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,7
1.2222222222222223,1.8888888888888888,13.0,9.0,1,18,C2,38,C3,0,,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,4
0.6111111111111112,1.8888888888888888,19.0,10.0,2,10,C3,23,C3,23,C2,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,2
4.333333333333333,7.944444444444445,0.0,11.0,2,18,C2,27,C2,11,C3,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,0
0.3333333333333333,2.888888888888889,18.0,12.0,2,9,C3,14,C2,33,C2,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,0
0.2222222222222222,0.4444444444444444,8.0,13.0,2,9,C3,9,C3,38,C2,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,-4
1.2777777777777777,1.8888888888888888,11.0,14.0,2,11,C3,21,C2,24,C2,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,0
0.6666666666666666,1.8888888888888888,16.0,15.0,2,18,C2,15,C3,23,C2,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,0
1.6111111111111112,7.222222222222222,15.0,16.0,2,10,C3,25,C2,21,C2,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,0
0.1111111111111111,0.4444444444444444,17.0,17.0,2,5,C3,13,C3,38,C2,0,,56,5.513,20,2,414,Medium,False,35.523529411764706,29.28529411764706,49.62352941176471,0.0,8,0
20.57894736842105,34.526315789473685,1.0,1.0,1,25,C4,46,C3,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,25
10.421052631578947,21.894736842105264,3.0,2.0,1,29,C3,42,C2,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,21
13.947368421052632,34.526315789473685,4.0,3.0,1,23,C4,48,C3,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,18
11.473684210526315,21.894736842105264,2.0,4.0,2,34,C3,35,C2,2,C4,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,6
10.631578947368421,24.68421052631579,5.0,5.0,1,29,C4,42,C3,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,10
14.052631578947368,24.68421052631579,7.0,6.0,1,28,C4,43,C3,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,10
1.5263157894736843,7.2631578947368425,11.0,7.0,1,44,C3,26,C4,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,12
4.105263157894737,7.842105263157895,10.0,8.0,1,33,C3,37,C2,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,7
5.7368421052631575,7.2631578947368425,8.0,9.0,1,31,C3,39,C2,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,0
2.4210526315789473,2.736842105263158,6.0,10.0,1,39,C3,31,C2,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,-6
1.2105263157894737,1.8421052631578947,14.0,11.0,1,40,C3,30,C4,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,0
0.21052631578947367,0.42105263157894735,17.0,12.0,1,38,C3,32,C4,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,0
0.3157894736842105,2.736842105263158,12.0,13.0,1,45,C3,25,C4,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,0
1.894736842105263,2.5789473684210527,16.0,14.0,1,38,C4,32,C3,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,0
0.6842105263157895,2.5789473684210527,20.0,15.0,2,17,C3,23,C4,30,C4,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,0
0.631578947368421,1.894736842105263,15.0,16.0,1,24,C4,46,C3,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,0
1.263157894736842,1.894736842105263,19.0,17.0,1,38,C3,32,C4,0,,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,0
0.10526315789473684,0.42105263157894735,18.0,18.0,2,23,C4,29,C2,17,C4,0,,71,4.304,17,2,378,High,False,41.689090909090915,24.312727272727273,34.442424242424245,0.0,0,0
11.55,22.35,1.0,1.0,2,24,C4,25,C3,22,C4,0,,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,25
10.8,22.35,2.0,2.0,2,29,C4,19,C3,23,C4,0,,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,18
10.6,24.35,7.0,3.0,3,17,C3,19,C4,17,C3,18,C4,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,24
13.75,24.35,5.0,4.0,3,7,C3,14,C3,23,C4,27,C4,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,14
3.55,7.65,17.0,5.0,3,14,C3,21,C3,17,C3,19,C4,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,20
20.8,34.8,3.0,6.0,3,7,C4,16,C3,25,C4,23,C4,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,1
14.0,34.8,4.0,7.0,2,23,C4,24,C3,24,C3,0,,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,0
4.1,7.65,16.0,8.0,2,24,C4,23,C3,24,C4,0,,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,8
2.35,2.65,14.0,9.0,2,24,C4,21,C3,26,C4,0,,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,4
0.65,2.45,15.0,10.0,2,29,C3,19,C3,23,C4,0,,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,2
1.8,2.45,9.0,11.0,2,26,C4,19,C3,26,C3,0,,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,-2
0.3,2.65,13.0,12.0,2,16,C4,21,C3,34,C4,0,,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,0
0.6,1.8,12.0,13.0,2,24,C3,22,C4,25,C4,0,,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,0
1.15,1.75,10.0,14.0,3,19,C4,16,C3,17,C4,19,C3,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,-1
0.2,0.4,19.0,15.0,3,4,C2,21,C3,22,C3,24,C3,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,0
0.1,0.4,18.0,16.0,3,20,C3,12,C2,20,C3,19,C4,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,0
0.6,1.75,0.0,17.0,3,20,C3,20,C4,14,C4,16,C3,71,4.309,15,2,295,Medium,False,46.04910179640718,23.010778443113775,76.07784431137725,0.0,14,0
20.428571428571427,34.23809523809524,1.0,1.0,1,20,C4,38,C3,0,,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,25
13.80952380952381,24.952380952380953,3.0,2.0,1,21,C4,37,C3,0,,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,21
13.80952380952381,34.23809523809524,2.0,3.0,2,15,C4,18,C3,25,C3,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,12
11.142857142857142,24.952380952380953,4.0,4.0,2,17,C4,22,C3,19,C3,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,12
12.619047619047619,24.047619047619047,6.0,5.0,2,15,C4,24,C3,19,C4,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,12
5.380952380952381,7.0476190476190474,7.0,6.0,2,15,C4,27,C3,16,C4,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,10
4.095238095238095,7.9523809523809526,8.0,7.0,2,14,C4,27,C3,17,C3,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,8
0.6666666666666666,2.380952380952381,14.0,8.0,2,13,C4,27,C3,18,C4,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,8
1.6666666666666667,7.0476190476190474,13.0,9.0,1,19,C4,39,C3,0,,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,4
1.7142857142857142,2.380952380952381,9.0,10.0,1,25,C4,33,C3,0,,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,0
0.5714285714285714,1.6666666666666667,11.0,11.0,2,14,C4,24,C3,20,C5,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,0
0.2857142857142857,2.619047619047619,15.0,12.0,2,15,C4,29,C3,13,C5,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,0
0.19047619047619047,0.38095238095238093,19.0,13.0,2,12,C4,23,C3,22,C4,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,0
1.0952380952380953,1.6666666666666667,17.0,14.0,1,14,C5,43,C3,0,,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,0
2.3333333333333335,2.619047619047619,18.0,15.0,1,30,C3,27,C4,0,,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,0
0.5714285714285714,1.7619047619047619,12.0,16.0,2,14,C4,20,C3,23,C4,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,0
1.1904761904761905,1.7619047619047619,16.0,17.0,1,28,C3,29,C4,0,,0,,55,5.554,16,2,630,Medium,False,34.310322580645156,28.575483870967748,61.68387096774194,0.0,0,0
20.636363636363637,34.5,1.0,1.0,2,14,C3,22,C3,21,C1,0,,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,25
13.863636363636363,34.5,2.0,2.0,2,17,C3,17,C3,23,C1,0,,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,18
3.6818181818181817,2.5,5.0,3.0,2,14,C3,20,C1,23,C1,0,,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,20
11.181818181818182,25.181818181818183,4.0,4.0,2,13,C3,18,C1,26,C1,0,,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,12
10.909090909090908,23.40909090909091,7.0,5.0,2,12,C3,18,C1,27,C1,0,,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,14
0.8181818181818182,2.5,8.0,6.0,2,15,C3,15,C1,27,C1,0,,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,12
12.5,23.40909090909091,6.0,7.0,2,13,C3,18,C1,26,C1,0,,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,4
2.227272727272727,2.5,12.0,8.0,2,11,C3,18,C1,28,C1,0,,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,8
1.0454545454545454,7.863636363636363,20.0,9.0,3,9,C3,16,C1,15,C1,17,C3,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,4
0.18181818181818182,0.36363636363636365,15.0,10.0,3,11,C3,15,C3,14,C1,17,C3,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,2
0.5454545454545454,1.5909090909090908,14.0,11.0,3,10,C3,16,C1,14,C1,17,C3,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,0
0.0,0.36363636363636365,16.0,12.0,3,12,C3,18,C3,10,C1,16,C3,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,0
1.1363636363636365,1.6818181818181819,17.0,13.0,3,15,C1,14,C1,11,C3,16,C3,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,0
0.09090909090909091,1.5909090909090908,19.0,14.0,2,11,C3,16,C1,29,C1,0,,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,0
0.0,1.6818181818181819,10.0,15.0,3,11,C3,15,C1,14,C1,16,C3,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,-1
0.2727272727272727,2.5,13.0,16.0,3,12,C3,20,C1,22,C3,2,C3,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,0
5.545454545454546,7.2272727272727275,11.0,17.0,6,10,C3,7,C1,10,C3,10,C2,57,5.412,15,3,440,High,False,31.01180124223602,27.43167701863354,21.496894409937887,0.0,2,0
