Season,Round,Driver,Points
2023,4,PER,87.0
2023,4,ALO,60.0
2023,4,HAM,48.0
2023,4,SAI,34.0
2023,4,RUS,28.0
2023,4,LEC,28.0
2023,4,STR,27.0
2023,4,NOR,10.0
2023,4,HUL,6.0
2023,4,BOT,4.0
2023,4,GAS,4.0
2023,4,OCO,4.0
2023,4,PIA,4.0
2023,4,TSU,2.0
2023,4,ZHO,2.0
2023,4,ALB,1.0
2023,4,MAG,1.0
2023,4,SAR,0.0
2023,4,DEV,0.0
2023,5,VER,119.0
2023,5,PER,105.0
2023,5,ALO,75.0
2023,5,HAM,56.0
2023,5,SAI,44.0
2023,5,RUS,40.0
2023,5,LEC,34.0
2023,5,STR,27.0
2023,5,NOR,10.0
2023,5,GAS,8.0
2023,5,HUL,6.0
2023,5,OCO,6.0
2023,5,BOT,4.0
2023,5,PIA,4.0
2023,5,TSU,2.0
2023,5,MAG,2.0
2023,5,ZHO,2.0
2023,5,ALB,1.0
2023,5,SAR,0.0
2023,5,DEV,0.0
2023,6,VER,144.0
2023,6,PER,105.0
2023,6,ALO,93.0
2023,6,HAM,69.0
2023,6,RUS,50.0
2023,6,SAI,48.0
2023,6,LEC,42.0
2023,6,STR,27.0
2023,6,OCO,21.0
2023,6,GAS,14.0
2023,6,NOR,12.0
2023,6,HUL,6.0
2023,6,PIA,5.0
2023,6,BOT,4.0
2023,6,TSU,2.0
2023,6,MAG,2.0
2023,6,ZHO,2.0
2023,6,ALB,1.0
2023,6,SAR,0.0
2023,6,DEV,0.0
2023,7,VER,170.0
2023,7,PER,117.0
2023,7,ALO,99.0
2023,7,HAM,87.0
2023,7,RUS,65.0
2023,7,SAI,58.0
2023,7,LEC,42.0
2023,7,STR,35.0
2023,7,OCO,25.0
2023,7,GAS,15.0
2023,7,NOR,12.0
2023,7,HUL,6.0
2023,7,PIA,5.0
2023,7,BOT,4.0
2023,7,ZHO,4.0
2023,7,TSU,2.0
2023,7,MAG,2.0
2023,7,ALB,1.0
2023,7,SAR,0.0
2023,7,DEV,0.0
2023,8,VER,195.0
2023,8,PER,126.0
2023,8,ALO,117.0
2023,8,HAM,102.0
2023,8,SAI,68.0
2023,8,RUS,65.0
2023,8,LEC,54.0
2023,8,STR,37.0
2023,8,OCO,29.0
2023,8,GAS,15.0
2023,8,NOR,12.0
2023,8,ALB,7.0
2023,8,HUL,6.0
2023,8,BOT,5.0
2023,8,PIA,5.0
2023,8,ZHO,4.0
2023,8,TSU,2.0
2023,8,MAG,2.0
2023,8,SAR,0.0
2023,8,DEV,0.0
2023,9,VER,229.0
2023,9,PER,148.0
2023,9,ALO,131.0
2023,9,HAM,106.0
2023,9,SAI,82.0
2023,9,RUS,72.0
2023,9,LEC,72.0
2023,9,STR,44.0
2023,9,OCO,31.0
2023,9,NOR,24.0
2023,9,GAS,16.0
2023,9,HUL,9.0
2023,9,ALB,7.0
2023,9,BOT,5.0
2023,9,PIA,5.0
2023,9,ZHO,4.0
2023,9,TSU,2.0
2023,9,MAG,2.0
2023,9,SAR,0.0
2023,9,DEV,0.0
2023,10,VER,255.0
2023,10,PER,156.0
2023,10,ALO,137.0
2023,10,HAM,121.0
2023,10,SAI,83.0
2023,10,RUS,82.0
2023,10,LEC,74.0
2023,10,STR,44.0
2023,10,NOR,42.0
2023,10,OCO,31.0
2023,10,PIA,17.0
2023,10,GAS,16.0
2023,10,ALB,11.0
2023,10,HUL,9.0
2023,10,BOT,5.0
2023,10,ZHO,4.0
2023,10,TSU,2.0
2023,10,MAG,2.0
2023,10,SAR,0.0
2023,10,DEV,0.0
2023,11,VER,281.0
2023,11,PER,171.0
2023,11,ALO,139.0
2023,11,HAM,133.0
2023,11,RUS,90.0
2023,11,SAI,87.0
2023,11,LEC,80.0
2023,11,NOR,60.0
2023,11,STR,45.0
2023,11,OCO,31.0
2023,11,PIA,27.0
2023,11,GAS,16.0
2023,11,ALB,11.0
2023,11,HUL,9.0
2023,11,BOT,5.0
2023,11,ZHO,4.0
2023,11,TSU,2.0
2023,11,MAG,2.0
2023,11,SAR,0.0
2023,11,DEV,0.0
2023,11,RIC,0.0
2023,12,VER,314.0
2023,12,PER,189.0
2023,12,ALO,149.0
2023,12,HAM,148.0
2023,12,RUS,99.0
2023,12,LEC,99.0
2023,12,SAI,92.0
2023,12,NOR,69.0
2023,12,STR,47.0
2023,12,OCO,35.0
2023,12,PIA,34.0
2023,12,GAS,22.0
2023,12,ALB,11.0
2023,12,HUL,9.0
2023,12,BOT,5.0
2023,12,ZHO,4.0
2023,12,TSU,3.0
2023,12,MAG,2.0
2023,12,SAR,0.0
2023,12,DEV,0.0
2023,12,RIC,0.0
2023,13,VER,339.0
2023,13,PER,201.0
2023,13,ALO,168.0
2023,13,HAM,156.0
2023,13,SAI,102.0
2023,13,RUS,99.0
2023,13,LEC,99.0
2023,13,NOR,75.0
2023,13,STR,47.0
2023,13,GAS,37.0
2023,13,OCO,36.0
2023,13,PIA,36.0
2023,13,ALB,15.0
2023,13,HUL,9.0
2023,13,BOT,5.0
2023,13,ZHO,4.0
2023,13,TSU,3.0
2023,13,MAG,2.0
2023,13,SAR,0.0
2023,13,DEV,0.0
2023,13,RIC,0.0
2023,13,LAW,0.0
2023,14,VER,364.0
2023,14,PER,219.0
2023,14,ALO,170.0
2023,14,HAM,164.0
2023,14,SAI,117.0
2023,14,LEC,111.0
2023,14,RUS,109.0
2023,14,NOR,79.0
2023,14,STR,47.0
2023,14,GAS,37.0
2023,14,OCO,36.0
2023,14,PIA,36.0
2023,14,ALB,21.0
2023,14,HUL,9.0
2023,14,BOT,6.0
2023,14,ZHO,4.0
2023,14,TSU,3.0
2023,14,MAG,2.0
2023,14,SAR,0.0
2023,14,DEV,0.0
2023,14,RIC,0.0
2023,14,LAW,0.0
2023,15,VER,374.0
2023,15,PER,223.0
2023,15,HAM,180.0
2023,15,ALO,170.0
2023,15,SAI,142.0
2023,15,LEC,123.0
2023,15,RUS,109.0
2023,15,NOR,97.0
2023,15,STR,47.0
2023,15,GAS,45.0
2023,15,PIA,42.0
2023,15,OCO,36.0
2023,15,ALB,21.0
2023,15,HUL,9.0
2023,15,BOT,6.0
2023,15,ZHO,4.0
2023,15,TSU,3.0
2023,15,MAG,3.0
2023,15,LAW,2.0
2023,15,SAR,0.0
2023,15,DEV,0.0
2023,15,RIC,0.0
2023,16,VER,400.0
2023,16,PER,223.0
2023,16,HAM,190.0
2023,16,ALO,174.0
2023,16,SAI,150.0
2023,16,LEC,135.0
2023,16,RUS,115.0
2023,16,NOR,115.0
2023,16,PIA,57.0
2023,16,STR,47.0
2023,16,GAS,46.0
2023,16,OCO,38.0
2023,16,ALB,21.0
2023,16,HUL,9.0
2023,16,BOT,6.0
2023,16,ZHO,4.0
2023,16,TSU,3.0
2023,16,MAG,3.0
2023,16,LAW,2.0
2023,16,SAR,0.0
2023,16,DEV,0.0
2023,16,RIC,0.0
2023,17,VER,433.0
2023,17,PER,224.0
2023,17,HAM,194.0
2023,17,ALO,183.0
2023,17,SAI,153.0
2023,17,LEC,145.0
2023,17,NOR,136.0
2023,17,RUS,132.0
2023,17,PIA,83.0
2023,17,STR,47.0
2023,17,GAS,46.0
2023,17,OCO,44.0
2023,17,ALB,23.0
2023,17,BOT,10.0
2023,17,HUL,9.0
2023,17,ZHO,6.0
2023,17,TSU,3.0
2023,17,MAG,3.0
2023,17,LAW,2.0
2023,17,SAR,0.0
2023,17,DEV,0.0
2023,17,RIC,0.0
2023,18,VER,466.0
2023,18,PER,240.0
2023,18,HAM,201.0
2023,18,ALO,183.0
2023,18,SAI,171.0
2023,18,NOR,159.0
2023,18,LEC,151.0
2023,18,RUS,143.0
2023,18,PIA,83.0
2023,18,GAS,56.0
2023,18,STR,53.0
2023,18,OCO,44.0
2023,18,ALB,25.0
2023,18,BOT,10.0
2023,18,HUL,9.0
2023,18,TSU,8.0
2023,18,ZHO,6.0
2023,18,MAG,3.0
2023,18,LAW,2.0
2023,18,SAR,1.0
2023,18,DEV,0.0
2023,18,RIC,0.0
2023,19,VER,491.0
2023,19,PER,240.0
2023,19,HAM,220.0
2023,19,ALO,183.0
2023,19,SAI,183.0
2023,19,NOR,169.0
2023,19,LEC,166.0
2023,19,RUS,151.0
2023,19,PIA,87.0
2023,19,GAS,56.0
2023,19,STR,53.0
2023,19,OCO,45.0
2023,19,ALB,27.0
2023,19,BOT,10.0
2023,19,HUL,9.0
2023,19,TSU,8.0
2023,19,ZHO,6.0
2023,19,RIC,6.0
2023,19,MAG,3.0
2023,19,LAW,2.0
2023,19,SAR,1.0
2023,19,DEV,0.0
2023,20,VER,524.0
2023,20,PER,258.0
2023,20,HAM,226.0
2023,20,ALO,198.0
2023,20,NOR,195.0
2023,20,SAI,192.0
2023,20,LEC,170.0
2023,20,RUS,156.0
2023,20,PIA,87.0
2023,20,STR,63.0
2023,20,GAS,62.0
2023,20,OCO,46.0
2023,20,ALB,27.0
2023,20,TSU,13.0
2023,20,BOT,10.0
2023,20,HUL,9.0
2023,20,ZHO,6.0
2023,20,RIC,6.0
2023,20,MAG,3.0
2023,20,LAW,2.0
2023,20,SAR,1.0
2023,20,DEV,0.0
2023,21,VER,549.0
2023,21,PER,273.0
2023,21,HAM,232.0
2023,21,ALO,200.0
2023,21,SAI,200.0
2023,21,NOR,195.0
2023,21,LEC,188.0
2023,21,RUS,160.0
2023,21,PIA,89.0
2023,21,STR,73.0
2023,21,GAS,62.0
2023,21,OCO,58.0
2023,21,ALB,27.0
2023,21,TSU,13.0
2023,21,BOT,10.0
2023,21,HUL,9.0
2023,21,ZHO,6.0
2023,21,RIC,6.0
2023,21,MAG,3.0
2023,21,LAW,2.0
2023,21,SAR,1.0
2023,21,DEV,0.0
2023,22,VER,575.0
2023,22,PER,285.0
2023,22,HAM,234.0
2023,22,ALO,206.0
2023,22,LEC,206.0
2023,22,NOR,205.0
2023,22,SAI,200.0
2023,22,RUS,175.0
2023,22,PIA,97.0
2023,22,STR,74.0
2023,22,GAS,62.0
2023,22,OCO,58.0
2023,22,ALB,27.0
2023,22,TSU,17.0
2023,22,BOT,10.0
2023,22,HUL,9.0
2023,22,ZHO,6.0
2023,22,RIC,6.0
2023,22,MAG,3.0
2023,22,LAW,2.0
2023,22,SAR,1.0
2023,22,DEV,0.0
2024,1,VER,26.0
2024,1,PER,18.0
2024,1,SAI,15.0
2024,1,LEC,12.0
2024,1,RUS,10.0
2024,1,NOR,8.0
2024,1,HAM,6.0
2024,1,PIA,4.0
2024,1,ALO,2.0
2024,1,STR,1.0
2024,1,ZHO,0.0
2024,1,MAG,0.0
2024,1,RIC,0.0
2024,1,TSU,0.0
2024,1,ALB,0.0
2024,1,HUL,0.0
2024,1,OCO,0.0
2024,1,GAS,0.0
2024,1,BOT,0.0
2024,1,SAR,0.0
2024,2,VER,51.0
2024,2,PER,36.0
2024,2,LEC,28.0
2024,2,RUS,18.0
2024,2,PIA,16.0
2024,2,SAI,15.0
2024,2,NOR,12.0
2024,2,ALO,12.0
2024,2,HAM,8.0
2024,2,BEA,6.0
2024,2,STR,1.0
2024,2,HUL,1.0
2024,2,ZHO,0.0
2024,2,MAG,0.0
2024,2,RIC,0.0
2024,2,TSU,0.0
2024,2,ALB,0.0
2024,2,OCO,0.0
2024,2,GAS,0.0
2024,2,BOT,0.0
2024,2,SAR,0.0
2024,3,VER,51.0
2024,3,LEC,47.0
2024,3,PER,46.0
2024,3,SAI,40.0
2024,3,PIA,28.0
2024,3,NOR,27.0
2024,3,RUS,18.0
2024,3,ALO,16.0
2024,3,STR,9.0
2024,3,HAM,8.0
2024,3,TSU,6.0
2024,3,BEA,6.0
2024,3,HUL,3.0
2024,3,MAG,1.0
2024,3,ZHO,0.0
2024,3,RIC,0.0
2024,3,ALB,0.0
2024,3,OCO,0.0
2024,3,GAS,0.0
2024,3,BOT,0.0
2024,3,SAR,0.0
2024,4,VER,77.0
2024,4,PER,64.0
2024,4,LEC,59.0
2024,4,SAI,55.0
2024,4,NOR,37.0
2024,4,PIA,32.0
2024,4,RUS,24.0
2024,4,ALO,24.0
2024,4,HAM,10.0
2024,4,STR,9.0
2024,4,TSU,7.0
2024,4,BEA,6.0
2024,4,HUL,3.0
2024,4,MAG,1.0
2024,4,ZHO,0.0
2024,4,RIC,0.0
2024,4,ALB,0.0
2024,4,OCO,0.0
2024,4,GAS,0.0
2024,4,BOT,0.0
2024,4,SAR,0.0
2024,5,VER,110.0
2024,5,PER,85.0
2024,5,LEC,76.0
2024,5,SAI,69.0
2024,5,NOR,58.0
2024,5,PIA,38.0
2024,5,RUS,33.0
2024,5,ALO,31.0
2024,5,HAM,19.0
2024,5,STR,9.0
2024,5,TSU,7.0
2024,5,BEA,6.0
2024,5,HUL,4.0
2024,5,MAG,1.0
2024,5,ZHO,0.0
2024,5,RIC,0.0
2024,5,ALB,0.0
2024,5,OCO,0.0
2024,5,GAS,0.0
2024,5,BOT,0.0
2024,5,SAR,0.0
2024,6,VER,136.0
2024,6,PER,103.0
2024,6,LEC,98.0
2024,6,SAI,83.0
2024,6,NOR,83.0
2024,6,PIA,41.0
2024,6,RUS,37.0
2024,6,ALO,33.0
2024,6,HAM,27.0
2024,6,TSU,14.0
2024,6,STR,9.0
2024,6,HUL,6.0
2024,6,BEA,6.0
2024,6,RIC,5.0
2024,6,MAG,1.0
2024,6,OCO,1.0
2024,6,ZHO,0.0
2024,6,ALB,0.0
2024,6,GAS,0.0
2024,6,BOT,0.0
2024,6,SAR,0.0
2024,7,VER,161.0
2024,7,LEC,113.0
2024,7,PER,107.0
2024,7,NOR,101.0
2024,7,SAI,93.0
2024,7,PIA,53.0
2024,7,RUS,44.0
2024,7,HAM,35.0
2024,7,ALO,33.0
2024,7,TSU,15.0
2024,7,STR,11.0
2024,7,HUL,6.0
2024,7,BEA,6.0
2024,7,RIC,5.0
2024,7,MAG,1.0
2024,7,OCO,1.0
2024,7,ZHO,0.0
2024,7,ALB,0.0
2024,7,GAS,0.0
2024,7,BOT,0.0
2024,7,SAR,0.0
2024,8,VER,169.0
2024,8,LEC,138.0
2024,8,NOR,113.0
2024,8,SAI,108.0
2024,8,PER,107.0
2024,8,PIA,71.0
2024,8,RUS,54.0
2024,8,HAM,42.0
2024,8,ALO,33.0
2024,8,TSU,19.0
2024,8,STR,11.0
2024,8,HUL,6.0
2024,8,BEA,6.0
2024,8,RIC,5.0
2024,8,ALB,2.0
2024,8,MAG,1.0
2024,8,OCO,1.0
2024,8,GAS,1.0
2024,8,ZHO,0.0
2024,8,BOT,0.0
2024,8,SAR,0.0
2024,9,VER,194.0
2024,9,LEC,138.0
2024,9,NOR,131.0
2024,9,SAI,108.0
2024,9,PER,107.0
2024,9,PIA,81.0
2024,9,RUS,69.0
2024,9,HAM,55.0
2024,9,ALO,41.0
2024,9,TSU,19.0
2024,9,STR,17.0
2024,9,RIC,9.0
2024,9,HUL,6.0
2024,9,BEA,6.0
2024,9,GAS,3.0
2024,9,ALB,2.0
2024,9,OCO,2.0
2024,9,MAG,1.0
2024,9,ZHO,0.0
2024,9,BOT,0.0
2024,9,SAR,0.0
2024,10,VER,219.0
2024,10,NOR,150.0
2024,10,LEC,148.0
2024,10,SAI,116.0
2024,10,PER,111.0
2024,10,PIA,87.0
2024,10,RUS,81.0
2024,10,HAM,70.0
2024,10,ALO,41.0
2024,10,TSU,19.0
2024,10,STR,17.0
2024,10,RIC,9.0
2024,10,HUL,6.0
2024,10,BEA,6.0
2024,10,GAS,5.0
2024,10,OCO,3.0
2024,10,ALB,2.0
2024,10,MAG,1.0
2024,10,ZHO,0.0
2024,10,BOT,0.0
2024,10,SAR,0.0
2024,11,VER,237.0
2024,11,NOR,156.0
2024,11,LEC,150.0
2024,11,SAI,135.0
2024,11,PER,118.0
2024,11,PIA,112.0
2024,11,RUS,111.0
2024,11,HAM,85.0
2024,11,ALO,41.0
2024,11,TSU,19.0
2024,11,STR,17.0
2024,11,HUL,14.0
2024,11,RIC,11.0
2024,11,GAS,6.0
2024,11,BEA,6.0
2024,11,MAG,5.0
2024,11,OCO,3.0
2024,11,ALB,2.0
2024,11,ZHO,0.0
2024,11,BOT,0.0
2024,11,SAR,0.0
2024,12,VER,255.0
2024,12,NOR,171.0
2024,12,LEC,150.0
2024,12,SAI,146.0
2024,12,PIA,124.0
2024,12,PER,118.0
2024,12,RUS,111.0
2024,12,HAM,110.0
2024,12,ALO,45.0
2024,12,STR,23.0
2024,12,HUL,22.0
2024,12,TSU,20.0
2024,12,RIC,11.0
2024,12,GAS,6.0
2024,12,BEA,6.0
2024,12,MAG,5.0
2024,12,ALB,4.0
2024,12,OCO,3.0
2024,12,ZHO,0.0
2024,12,BOT,0.0
2024,12,SAR,0.0
2024,13,VER,265.0
2024,13,NOR,189.0
2024,13,LEC,162.0
2024,13,SAI,154.0
2024,13,PIA,149.0
2024,13,HAM,125.0
2024,13,PER,124.0
2024,13,RUS,116.0
2024,13,ALO,45.0
2024,13,STR,24.0
2024,13,TSU,22.0
2024,13,HUL,22.0
2024,13,RIC,11.0
2024,13,GAS,6.0
2024,13,BEA,6.0
2024,13,MAG,5.0
2024,13,ALB,4.0
2024,13,OCO,3.0
2024,13,ZHO,0.0
2024,13,BOT,0.0
2024,13,SAR,0.0
2024,14,VER,277.0
2024,14,NOR,199.0
2024,14,LEC,177.0
2024,14,PIA,167.0
2024,14,SAI,162.0
2024,14,HAM,150.0
2024,14,PER,131.0
2024,14,RUS,116.0
2024,14,ALO,49.0
2024,14,STR,24.0
2024,14,TSU,22.0
2024,14,HUL,22.0
2024,14,RIC,12.0
2024,14,GAS,6.0
2024,14,BEA,6.0
2024,14,MAG,5.0
2024,14,OCO,5.0
2024,14,ALB,4.0
2024,14,ZHO,0.0
2024,14,BOT,0.0
2024,14,SAR,0.0
2024,15,VER,295.0
2024,15,NOR,225.0
2024,15,LEC,192.0
2024,15,PIA,179.0
2024,15,SAI,172.0
2024,15,HAM,154.0
2024,15,PER,139.0
2024,15,RUS,122.0
2024,15,ALO,50.0
2024,15,STR,24.0
2024,15,TSU,22.0
2024,15,HUL,22.0
2024,15,RIC,12.0
2024,15,GAS,8.0
2024,15,BEA,6.0
2024,15,MAG,5.0
2024,15,OCO,5.0
2024,15,ALB,4.0
2024,15,ZHO,0.0
2024,15,BOT,0.0
2024,15,SAR,0.0
2024,16,VER,303.0
2024,16,NOR,241.0
2024,16,LEC,217.0
2024,16,PIA,197.0
2024,16,SAI,184.0
2024,16,HAM,164.0
2024,16,PER,143.0
2024,16,RUS,128.0
2024,16,ALO,50.0
2024,16,STR,24.0
2024,16,TSU,22.0
2024,16,HUL,22.0
2024,16,RIC,12.0
2024,16,GAS,8.0
2024,16,MAG,6.0
2024,16,ALB,6.0
2024,16,BEA,6.0
2024,16,OCO,5.0
2024,16,ZHO,0.0
2024,16,BOT,0.0
2024,16,SAR,0.0
2024,16,COL,0.0
2024,17,VER,313.0
2024,17,NOR,254.0
2024,17,LEC,235.0
2024,17,PIA,222.0
2024,17,SAI,184.0
2024,17,HAM,166.0
2024,17,PER,143.0
2024,17,RUS,143.0
2024,17,ALO,58.0
2024,17,STR,24.0
2024,17,TSU,22.0
2024,17,HUL,22.0
2024,17,RIC,12.0
2024,17,ALB,12.0
2024,17,GAS,8.0
2024,17,BEA,7.0
2024,17,MAG,6.0
2024,17,OCO,5.0
2024,17,COL,4.0
2024,17,ZHO,0.0
2024,17,BOT,0.0
2024,17,SAR,0.0
2024,18,VER,331.0
2024,18,NOR,279.0
2024,18,LEC,245.0
2024,18,PIA,237.0
2024,18,SAI,190.0
2024,18,HAM,174.0
2024,18,RUS,155.0
2024,18,PER,144.0
2024,18,ALO,62.0
2024,18,STR,24.0
2024,18,HUL,24.0
2024,18,TSU,22.0
2024,18,RIC,12.0
2024,18,ALB,12.0
2024,18,GAS,8.0
2024,18,BEA,7.0
2024,18,MAG,6.0
2024,18,OCO,5.0
2024,18,COL,4.0
2024,18,ZHO,0.0
2024,18,BOT,0.0
2024,18,SAR,0.0
2024,19,VER,354.0
2024,19,NOR,297.0
2024,19,LEC,275.0
2024,19,PIA,247.0
2024,19,SAI,215.0
2024,19,HAM,177.0
2024,19,RUS,167.0
2024,19,PER,150.0
2024,19,ALO,62.0
2024,19,HUL,29.0
2024,19,STR,24.0
2024,19,TSU,22.0
2024,19,RIC,12.0
2024,19,ALB,12.0
2024,19,MAG,8.0
2024,19,GAS,8.0
2024,19,BEA,7.0
2024,19,OCO,5.0
2024,19,COL,5.0
2024,19,LAW,2.0
2024,19,ZHO,0.0
2024,19,BOT,0.0
2024,19,SAR,0.0
2024,20,VER,362.0
2024,20,NOR,315.0
2024,20,LEC,291.0
2024,20,PIA,251.0
2024,20,SAI,240.0
2024,20,HAM,189.0
2024,20,RUS,177.0
2024,20,PER,150.0
2024,20,ALO,62.0
2024,20,HUL,31.0
2024,20,STR,24.0
2024,20,TSU,22.0
2024,20,MAG,14.0
2024,20,RIC,12.0
2024,20,ALB,12.0
2024,20,GAS,9.0
2024,20,BEA,7.0
2024,20,OCO,5.0
2024,20,COL,5.0
2024,20,LAW,2.0
2024,20,ZHO,0.0
2024,20,BOT,0.0
2024,20,SAR,0.0
2024,21,VER,393.0
2024,21,NOR,331.0
2024,21,LEC,307.0
2024,21,PIA,262.0
2024,21,SAI,244.0
2024,21,RUS,192.0
2024,21,HAM,190.0
2024,21,PER,151.0
2024,21,ALO,62.0
2024,21,HUL,31.0
2024,21,TSU,28.0
2024,21,GAS,26.0
2024,21,STR,24.0
2024,21,OCO,23.0
2024,21,MAG,14.0
2024,21,RIC,12.0
2024,21,ALB,12.0
2024,21,BEA,7.0
2024,21,COL,5.0
2024,21,LAW,4.0
2024,21,ZHO,0.0
2024,21,BOT,0.0
2024,21,SAR,0.0
2024,22,VER,403.0
2024,22,NOR,340.0
2024,22,LEC,319.0
2024,22,PIA,268.0
2024,22,SAI,259.0
2024,22,RUS,217.0
2024,22,HAM,208.0
2024,22,PER,152.0
2024,22,ALO,62.0
2024,22,HUL,35.0
2024,22,TSU,30.0
2024,22,GAS,26.0
2024,22,STR,24.0
2024,22,OCO,23.0
2024,22,MAG,14.0
2024,22,RIC,12.0
2024,22,ALB,12.0
2024,22,BEA,7.0
2024,22,COL,5.0
2024,22,LAW,4.0
2024,22,ZHO,0.0
2024,22,BOT,0.0
2024,22,SAR,0.0
2024,23,VER,429.0
2024,23,NOR,349.0
2024,23,LEC,341.0
2024,23,PIA,291.0
2024,23,SAI,272.0
2024,23,RUS,235.0
2024,23,HAM,211.0
2024,23,PER,152.0
2024,23,ALO,68.0
2024,23,HUL,37.0
2024,23,GAS,36.0
2024,23,TSU,30.0
2024,23,STR,24.0
2024,23,OCO,23.0
2024,23,MAG,16.0
2024,23,RIC,12.0
2024,23,ALB,12.0
2024,23,BEA,7.0
2024,23,COL,5.0
2024,23,ZHO,4.0
2024,23,LAW,4.0
2024,23,BOT,0.0
2024,23,SAR,0.0
2024,24,VER,437.0
2024,24,NOR,374.0
2024,24,LEC,356.0
2024,24,PIA,292.0
2024,24,SAI,290.0
2024,24,RUS,245.0
2024,24,HAM,223.0
2024,24,PER,152.0
2024,24,ALO,70.0
2024,24,GAS,42.0
2024,24,HUL,41.0
2024,24,TSU,30.0
2024,24,STR,24.0
2024,24,OCO,23.0
2024,24,MAG,16.0
2024,24,RIC,12.0
2024,24,ALB,12.0
2024,24,BEA,7.0
2024,24,COL,5.0
2024,24,ZHO,4.0
2024,24,LAW,4.0
2024,24,BOT,0.0
2024,24,SAR,0.0
2024,24,DOO,0.0
2025,1,NOR,25.0
2025,1,VER,18.0
2025,1,RUS,15.0
2025,1,ANT,12.0
2025,1,ALB,10.0
2025,1,STR,8.0
2025,1,HUL,6.0
2025,1,LEC,4.0
2025,1,PIA,2.0
2025,1,HAM,1.0
2025,1,GAS,0.0
2025,1,TSU,0.0
2025,1,OCO,0.0
2025,1,BEA,0.0
2025,1,LAW,0.0
2025,1,BOR,0.0
2025,1,ALO,0.0
2025,1,SAI,0.0
2025,1,DOO,0.0
2025,1,HAD,0.0
2025,2,NOR,44.0
2025,2,VER,36.0
2025,2,RUS,35.0
2025,2,PIA,34.0
2025,2,ANT,22.0
2025,2,ALB,16.0
2025,2,STR,10.0
2025,2,OCO,10.0
2025,2,HAM,9.0
2025,2,LEC,8.0
2025,2,HUL,6.0
2025,2,BEA,4.0
2025,2,TSU,3.0
2025,2,SAI,1.0
2025,2,GAS,0.0
2025,2,LAW,0.0
2025,2,BOR,0.0
2025,2,ALO,0.0
2025,2,DOO,0.0
2025,2,HAD,0.0
2025,3,NOR,62.0
2025,3,VER,61.0
2025,3,PIA,49.0
2025,3,RUS,45.0
2025,3,ANT,30.0
2025,3,LEC,20.0
2025,3,ALB,18.0
2025,3,HAM,15.0
2025,3,STR,10.0
2025,3,OCO,10.0
2025,3,HUL,6.0
2025,3,BEA,5.0
2025,3,HAD,4.0
2025,3,TSU,3.0
2025,3,SAI,1.0
2025,3,GAS,0.0
2025,3,LAW,0.0
2025,3,BOR,0.0
2025,3,ALO,0.0
2025,3,DOO,0.0
2025,4,NOR,77.0
2025,4,PIA,74.0
2025,4,VER,69.0
2025,4,RUS,63.0
2025,4,LEC,32.0
2025,4,ANT,30.0
2025,4,HAM,25.0
2025,4,ALB,18.0
2025,4,OCO,14.0
2025,4,STR,10.0
2025,4,HUL,6.0
2025,4,GAS,6.0
2025,4,BEA,6.0
2025,4,TSU,5.0
2025,4,HAD,4.0
2025,4,SAI,1.0
2025,4,LAW,0.0
2025,4,BOR,0.0
2025,4,ALO,0.0
2025,4,DOO,0.0
2025,5,PIA,99.0
2025,5,NOR,89.0
2025,5,VER,87.0
2025,5,RUS,73.0
2025,5,LEC,47.0
2025,5,ANT,38.0
2025,5,HAM,31.0
2025,5,ALB,20.0
2025,5,OCO,14.0
2025,5,STR,10.0
2025,5,HUL,6.0
2025,5,GAS,6.0
2025,5,BEA,6.0
2025,5,TSU,5.0
2025,5,SAI,5.0
2025,5,HAD,5.0
2025,5,LAW,0.0
2025,5,BOR,0.0
2025,5,ALO,0.0
2025,5,DOO,0.0
2025,6,PIA,131.0
2025,6,NOR,115.0
2025,6,VER,99.0
2025,6,RUS,93.0
2025,6,LEC,53.0
2025,6,ANT,48.0
2025,6,HAM,41.0
2025,6,ALB,30.0
2025,6,STR,14.0
2025,6,OCO,14.0
2025,6,TSU,9.0
2025,6,GAS,7.0
2025,6,SAI,7.0
2025,6,HUL,6.0
2025,6,BEA,6.0
2025,6,HAD,5.0
2025,6,LAW,0.0
2025,6,BOR,0.0
2025,6,ALO,0.0
2025,6,DOO,0.0
2025,7,PIA,146.0
2025,7,NOR,133.0
2025,7,VER,124.0
2025,7,RUS,99.0
2025,7,LEC,61.0
2025,7,HAM,53.0
2025,7,ANT,48.0
2025,7,ALB,40.0
2025,7,STR,14.0
2025,7,OCO,14.0
2025,7,SAI,11.0
2025,7,TSU,10.0
2025,7,GAS,7.0
2025,7,HAD,7.0
2025,7,HUL,6.0
2025,7,BEA,6.0
2025,7,LAW,0.0
2025,7,BOR,0.0
2025,7,ALO,0.0
2025,7,DOO,0.0
2025,7,COL,0.0
2025,8,PIA,161.0
2025,8,NOR,158.0
2025,8,VER,136.0
2025,8,RUS,99.0
2025,8,LEC,79.0
2025,8,HAM,63.0
2025,8,ANT,48.0
2025,8,ALB,42.0
2025,8,OCO,20.0
2025,8,HAD,15.0
2025,8,STR,14.0
2025,8,SAI,12.0
2025,8,TSU,10.0
2025,8,GAS,7.0
2025,8,HUL,6.0
2025,8,BEA,6.0
2025,8,LAW,4.0
2025,8,BOR,0.0
2025,8,ALO,0.0
2025,8,DOO,0.0
2025,8,COL,0.0
2025,9,PIA,186.0
2025,9,NOR,176.0
