Driver,GrandPrix,DriverPointsPerRace,TeamPointsPerRace,GridPosition,FinishPosition,PitStops,Stint1Length,Stint1Compound,Stint2Length,Stint2Compound,Stint3Length,Stint3Compound,Stint4Length,Stint4Compound,Strategy,Laps,LengthKM,TurnCount,DrsZones,PitLaneLengthM,DegradationLevel,StreetCircuit,AvgTrackTemp,AvgAirTemp,AvgHumidity,RainfallMM,SafetyCarLaps
STR,Miami Grand Prix 2022,0.25,1.25,0.0,10.0,1,40,C2,17,C3,0,,0,,C2-C3,57,5.41,19,3,379,High,False,42.81975308641975,30.617283950617285,58.858024691358025,0.05555555555555555,7
ALO,Miami Grand Prix 2022,0.5,5.5,11.0,11.0,1,15,C3,42,C2,0,,0,,C3-C2,57,5.41,19,3,379,High,False,42.81975308641975,30.617283950617285,58.858024691358025,0.05555555555555555,7
TSU,Miami Grand Prix 2022,2.5,4.0,9.0,12.0,2,11,C3,30,C2,16,C4,0,,C3-C2-C4,57,5.41,19,3,379,High,False,42.81975308641975,30.617283950617285,58.858024691358025,0.05555555555555555,7
RIC,Miami Grand Prix 2022,2.75,11.5,14.0,13.0,2,30,C3,11,C2,16,C4,0,,C3-C2-C4,57,5.41,19,3,379,High,False,42.81975308641975,30.617283950617285,58.858024691358025,0.05555555555555555,7
LAT,Miami Grand Prix 2022,0.0,0.25,19.0,14.0,1,34,C2,23,C3,0,,0,,C2-C3,57,5.41,19,3,379,High,False,42.81975308641975,30.617283950617285,58.858024691358025,0.05555555555555555,7
MSC,Miami Grand Prix 2022,0.0,3.75,15.0,15.0,2,14,C3,40,C2,3,C3,0,,C3-C2-C3,57,5.41,19,3,379,High,False,42.81975308641975,30.617283950617285,58.858024691358025,0.05555555555555555,7
VER,Spanish Grand Prix 2022,17.0,30.2,2.0,1.0,3,13,C3,15,C2,16,C3,22,C2,C3-C2-C3-C2,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
PER,Spanish Grand Prix 2022,13.2,30.2,5.0,2.0,3,17,C3,20,C2,16,C2,13,C3,C3-C2-C2-C3,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
RUS,Spanish Grand Prix 2022,11.8,19.0,4.0,3.0,3,13,C3,23,C2,15,C2,15,C3,C3-C2-C2-C3,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
SAI,Spanish Grand Prix 2022,10.6,31.4,3.0,4.0,3,10,C3,21,C2,14,C2,21,C3,C3-C2-C2-C3,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
HAM,Spanish Grand Prix 2022,7.2,19.0,6.0,5.0,3,1,C2,21,C3,26,C2,18,C3,C2-C3-C2-C3,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
BOT,Spanish Grand Prix 2022,6.0,6.2,7.0,6.0,2,14,C3,20,C2,32,C2,0,,C3-C2-C2,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
OCO,Spanish Grand Prix 2022,4.8,5.2,12.0,7.0,3,13,C3,22,C2,17,C3,14,C3,C3-C2-C3-C3,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
NOR,Spanish Grand Prix 2022,7.0,9.2,11.0,8.0,3,12,C3,21,C2,18,C3,15,C3,C3-C2-C3-C3,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
ALO,Spanish Grand Prix 2022,0.4,5.2,20.0,9.0,3,10,C3,21,C2,22,C3,12,C3,C3-C2-C3-C3,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
TSU,Spanish Grand Prix 2022,2.0,3.2,13.0,10.0,3,11,C3,21,C2,20,C3,13,C3,C3-C2-C3-C3,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
VET,Spanish Grand Prix 2022,0.8,1.2,16.0,11.0,2,21,C3,21,C3,23,C2,0,,C3-C3-C2,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
RIC,Spanish Grand Prix 2022,2.2,9.2,9.0,12.0,3,11,C3,20,C3,17,C2,17,C3,C3-C3-C2-C3,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
GAS,Spanish Grand Prix 2022,1.2,3.2,14.0,13.0,3,10,C3,19,C2,17,C3,19,C3,C3-C2-C3-C3,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
MSC,Spanish Grand Prix 2022,0.0,3.0,10.0,14.0,2,12,C3,18,C3,35,C2,0,,C3-C3-C2,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
STR,Spanish Grand Prix 2022,0.4,1.2,17.0,15.0,3,14,C3,13,C3,19,C2,19,C3,C3-C3-C2-C3,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
LAT,Spanish Grand Prix 2022,0.0,0.6,19.0,16.0,3,12,C3,14,C2,24,C3,14,C3,C3-C2-C3-C3,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
MAG,Spanish Grand Prix 2022,3.0,3.0,8.0,17.0,2,1,C3,28,C2,35,C1,0,,C3-C2-C1,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
ALB,Spanish Grand Prix 2022,0.6,0.6,18.0,18.0,4,11,C3,14,C2,20,C3,9,C2,C3-C2-C3-C2,66,4.655,14,2,367,High,False,48.957317073170735,36.56585365853658,7.109756097560975,0.0,0
PER,Monaco Grand Prix 2022,14.166666666666666,32.5,3.0,1.0,3,16,W,6,I,8,C3,34,C4,W-I-C3-C4,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
SAI,Monaco Grand Prix 2022,10.833333333333334,28.166666666666668,2.0,2.0,2,21,W,9,C3,34,C3,0,,W-C3-C3,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
VER,Monaco Grand Prix 2022,18.333333333333332,32.5,4.0,3.0,3,18,W,4,I,8,C3,34,C4,W-I-C3-C4,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
LEC,Monaco Grand Prix 2022,17.333333333333332,28.166666666666668,1.0,4.0,3,18,W,3,I,9,C3,34,C3,W-I-C3-C3,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
RUS,Monaco Grand Prix 2022,12.333333333333334,20.0,6.0,5.0,2,21,W,9,C3,34,C4,0,,W-C3-C4,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
NOR,Monaco Grand Prix 2022,6.5,8.333333333333334,5.0,6.0,4,17,W,5,I,8,C3,21,C3,W-I-C3-C3,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
ALO,Monaco Grand Prix 2022,0.6666666666666666,5.666666666666667,7.0,7.0,2,21,W,9,C3,34,C4,0,,W-C3-C4,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
HAM,Monaco Grand Prix 2022,7.666666666666667,20.0,8.0,8.0,3,15,W,7,I,8,C3,34,C4,W-I-C3-C4,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
BOT,Monaco Grand Prix 2022,6.333333333333333,6.5,12.0,9.0,2,20,W,10,C3,34,C3,0,,W-C3-C3,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
VET,Monaco Grand Prix 2022,0.6666666666666666,1.0,9.0,10.0,3,6,W,17,I,7,C3,34,C3,W-I-C3-C3,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
GAS,Monaco Grand Prix 2022,1.0,2.8333333333333335,17.0,11.0,3,1,I,21,I,8,C3,34,C3,I-I-C3-C3,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
OCO,Monaco Grand Prix 2022,5.0,5.666666666666667,10.0,12.0,2,21,W,9,C3,34,C4,0,,W-C3-C4,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
RIC,Monaco Grand Prix 2022,1.8333333333333333,8.333333333333334,14.0,13.0,2,19,W,11,C3,34,C3,0,,W-C3-C3,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
STR,Monaco Grand Prix 2022,0.3333333333333333,1.0,18.0,14.0,4,1,W,1,W,22,I,5,C3,W-W-I-C3,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
LAT,Monaco Grand Prix 2022,0.0,0.5,19.0,15.0,3,1,W,1,I,20,C3,41,C4,W-I-C3-C4,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
ZHO,Monaco Grand Prix 2022,0.16666666666666666,6.5,20.0,16.0,2,19,W,10,C3,34,C4,0,,W-C3-C4,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
TSU,Monaco Grand Prix 2022,1.8333333333333333,2.8333333333333335,11.0,17.0,4,6,W,15,I,8,C3,27,C4,W-I-C3-C4,78,3.337,19,1,350,Low,True,31.038367346938774,22.27469387755102,75.66530612244898,0.43673469387755104,6
VER,Azerbaijan Grand Prix 2022,17.857142857142858,33.57142857142857,3.0,1.0,2,18,C4,15,C3,18,C3,0,,C4-C3-C3,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
PER,Azerbaijan Grand Prix 2022,15.714285714285714,33.57142857142857,2.0,2.0,2,16,C4,17,C3,18,C3,0,,C4-C3-C3,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
RUS,Azerbaijan Grand Prix 2022,12.0,19.142857142857142,5.0,3.0,2,9,C4,24,C3,18,C3,0,,C4-C3-C3,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
HAM,Azerbaijan Grand Prix 2022,7.142857142857143,19.142857142857142,7.0,4.0,2,9,C4,24,C3,18,C3,0,,C4-C3-C3,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
GAS,Azerbaijan Grand Prix 2022,0.8571428571428571,2.4285714285714284,6.0,5.0,1,9,C4,42,C3,0,,0,,C4-C3,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
VET,Azerbaijan Grand Prix 2022,0.7142857142857143,1.0,9.0,6.0,1,9,C4,42,C3,0,,0,,C4-C3,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
ALO,Azerbaijan Grand Prix 2022,1.4285714285714286,5.714285714285714,10.0,7.0,1,18,C4,33,C3,0,,0,,C4-C3,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
RIC,Azerbaijan Grand Prix 2022,1.5714285714285714,8.428571428571429,12.0,8.0,1,33,C3,18,C4,0,,0,,C3-C4,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
NOR,Azerbaijan Grand Prix 2022,6.857142857142857,8.428571428571429,11.0,9.0,1,20,C4,31,C3,0,,0,,C4-C3,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
OCO,Azerbaijan Grand Prix 2022,4.285714285714286,5.714285714285714,13.0,10.0,1,33,C3,18,C4,0,,0,,C3-C4,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
BOT,Azerbaijan Grand Prix 2022,5.714285714285714,5.857142857142857,15.0,11.0,1,33,C3,17,C4,0,,0,,C3-C4,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
ALB,Azerbaijan Grand Prix 2022,0.42857142857142855,0.42857142857142855,17.0,12.0,2,9,C4,20,C3,21,C3,0,,C4-C3-C3,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
TSU,Azerbaijan Grand Prix 2022,1.5714285714285714,2.4285714285714284,8.0,13.0,2,9,C4,29,C3,12,C5,0,,C4-C3-C5,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
MSC,Azerbaijan Grand Prix 2022,0.0,2.142857142857143,20.0,14.0,2,9,C3,14,C4,27,C3,0,,C3-C4-C3,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
LAT,Azerbaijan Grand Prix 2022,0.0,0.42857142857142855,18.0,15.0,2,3,C4,14,C4,33,C3,0,,C4-C4-C3,51,6.003,20,2,316,Low,True,47.14968944099379,25.435403726708078,59.49068322981366,0.0,4
VER,Canadian Grand Prix 2022,18.75,34.875,1.0,1.0,2,9,C4,34,C3,27,C3,0,,C4-C3-C3,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
SAI,Canadian Grand Prix 2022,10.375,24.875,3.0,2.0,2,20,C4,29,C3,21,C3,0,,C4-C3-C3,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
HAM,Canadian Grand Prix 2022,7.75,20.125,4.0,3.0,2,9,C4,35,C3,26,C3,0,,C4-C3-C3,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
RUS,Canadian Grand Prix 2022,12.375,20.125,8.0,4.0,2,19,C4,26,C3,25,C3,0,,C4-C3-C3,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
LEC,Canadian Grand Prix 2022,14.5,24.875,19.0,5.0,1,41,C3,29,C4,0,,0,,C3-C4,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
OCO,Canadian Grand Prix 2022,3.875,5.875,7.0,6.0,2,19,C4,30,C3,21,C4,0,,C4-C3-C4,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
BOT,Canadian Grand Prix 2022,5.0,5.125,11.0,7.0,1,49,C3,21,C4,0,,0,,C3-C4,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
ZHO,Canadian Grand Prix 2022,0.125,5.125,10.0,8.0,2,19,C4,30,C3,21,C3,0,,C4-C3-C3,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
ALO,Canadian Grand Prix 2022,2.0,5.875,2.0,9.0,2,28,C4,21,C3,21,C4,0,,C4-C3-C4,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
STR,Canadian Grand Prix 2022,0.25,1.875,17.0,10.0,1,47,C3,23,C4,0,,0,,C3-C4,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
RIC,Canadian Grand Prix 2022,1.875,8.125,9.0,11.0,2,19,C4,30,C3,21,C3,0,,C4-C3-C3,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
VET,Canadian Grand Prix 2022,1.625,1.875,16.0,12.0,2,5,C4,14,C3,51,C3,0,,C4-C3-C3,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
ALB,Canadian Grand Prix 2022,0.375,0.375,12.0,13.0,2,18,C4,30,C3,22,C3,0,,C4-C3-C3,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
GAS,Canadian Grand Prix 2022,2.0,3.375,15.0,14.0,2,5,C4,31,C3,34,C3,0,,C4-C3-C3,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
NOR,Canadian Grand Prix 2022,6.25,8.125,14.0,15.0,2,19,C3,23,C3,28,C4,0,,C3-C3-C4,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
LAT,Canadian Grand Prix 2022,0.0,0.375,18.0,16.0,2,9,C4,28,C3,33,C3,0,,C4-C3-C3,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
MAG,Canadian Grand Prix 2022,1.875,1.875,5.0,17.0,1,7,C4,63,C3,0,,0,,C4-C3,70,4.361,14,2,404,Low,True,41.261111111111106,20.762962962962963,28.925925925925927,0.0,11
SAI,British Grand Prix 2022,11.333333333333334,25.333333333333332,1.0,1.0,3,1,C2,19,C2,19,C1,13,C3,C2-C2-C1-C3,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
PER,British Grand Prix 2022,14.333333333333334,33.77777777777778,4.0,2.0,3,1,C2,4,C2,34,C2,13,C3,C2-C2-C2-C3,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
HAM,British Grand Prix 2022,8.555555555555555,20.88888888888889,5.0,3.0,3,1,C2,32,C2,6,C1,13,C3,C2-C2-C1-C3,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
LEC,British Grand Prix 2022,14.0,25.333333333333332,3.0,4.0,2,1,C2,24,C2,27,C1,0,,C2-C2-C1,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
ALO,British Grand Prix 2022,2.0,6.333333333333333,7.0,5.0,3,1,C2,32,C2,6,C1,13,C3,C2-C2-C1-C3,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
NOR,British Grand Prix 2022,5.555555555555555,7.222222222222222,6.0,6.0,3,1,C2,33,C2,6,C1,12,C3,C2-C2-C1-C3,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
VER,British Grand Prix 2022,19.444444444444443,33.77777777777778,2.0,7.0,4,1,C3,11,C2,11,C2,16,C1,C3-C2-C2-C1,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
MSC,British Grand Prix 2022,0.0,1.6666666666666667,19.0,8.0,3,1,C2,18,C2,20,C1,13,C3,C2-C2-C1-C3,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
VET,British Grand Prix 2022,1.4444444444444444,1.7777777777777777,18.0,9.0,3,1,C3,5,C3,33,C2,13,C2,C3-C3-C2-C2,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
MAG,British Grand Prix 2022,1.6666666666666667,1.6666666666666667,17.0,10.0,2,1,C3,21,C2,30,C2,0,,C3-C2-C2,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
STR,British Grand Prix 2022,0.3333333333333333,1.7777777777777777,20.0,11.0,3,1,C2,14,C2,25,C1,12,C2,C2-C2-C1-C2,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
LAT,British Grand Prix 2022,0.0,0.3333333333333333,10.0,12.0,3,1,C3,18,C3,20,C2,13,C3,C3-C3-C2-C3,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
RIC,British Grand Prix 2022,1.6666666666666667,7.222222222222222,14.0,13.0,4,1,C2,19,C2,12,C1,6,C3,C2-C2-C1-C3,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
TSU,British Grand Prix 2022,1.2222222222222223,3.0,13.0,14.0,3,1,C2,17,C3,20,C1,14,C3,C2-C3-C1-C3,52,5.891,18,2,510,High,False,30.026108374384233,18.25320197044335,59.748768472906406,0.04433497536945813,5
LEC,Austrian Grand Prix 2022,13.8,26.5,2.0,1.0,3,26,C4,23,C3,9,C3,13,C4,C4-C3-C3-C4,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
VER,Austrian Grand Prix 2022,18.1,32.8,1.0,2.0,3,13,C4,23,C3,22,C3,13,C4,C4-C3-C3-C4,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
HAM,Austrian Grand Prix 2022,9.3,20.4,8.0,3.0,2,28,C4,23,C3,20,C4,0,,C4-C3-C4,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
RUS,Austrian Grand Prix 2022,11.1,20.4,4.0,4.0,2,11,C4,29,C3,31,,0,,C4-C3,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
OCO,Austrian Grand Prix 2022,3.9,6.7,6.0,5.0,2,16,C4,28,C3,27,,0,,C4-C3,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
MSC,Austrian Grand Prix 2022,0.4,2.0,9.0,6.0,2,16,C4,27,C3,27,,0,,C4-C3,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
NOR,Austrian Grand Prix 2022,5.8,7.3,10.0,7.0,2,14,C4,29,C3,27,,0,,C4-C3,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
MAG,Austrian Grand Prix 2022,1.6,2.0,7.0,8.0,2,15,C4,26,C3,29,,0,,C4-C3,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
RIC,Austrian Grand Prix 2022,1.5,7.3,11.0,9.0,2,12,C4,32,C3,26,,0,,C4-C3,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
ALO,Austrian Grand Prix 2022,2.8,6.7,19.0,10.0,3,27,C3,30,C3,1,C4,12,C4,C3-C3-C4-C4,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
BOT,Austrian Grand Prix 2022,4.6,5.1,0.0,11.0,2,6,C4,34,C3,30,,0,,C4-C3,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
ALB,Austrian Grand Prix 2022,0.3,0.3,15.0,12.0,2,11,C4,31,C3,28,,0,,C4-C3,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
STR,Austrian Grand Prix 2022,0.3,1.8,12.0,13.0,2,29,C4,19,C3,22,C4,0,,C4-C3-C4,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
ZHO,Austrian Grand Prix 2022,0.5,5.1,13.0,14.0,2,24,C3,22,C3,24,C4,0,,C3-C3-C4,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
GAS,Austrian Grand Prix 2022,1.6,2.7,14.0,15.0,2,12,C4,28,C3,30,,0,,C4-C3,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
TSU,Austrian Grand Prix 2022,1.1,2.7,16.0,16.0,2,26,C3,20,C4,24,C3,0,,C3-C4-C3,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
VET,Austrian Grand Prix 2022,1.5,1.8,18.0,17.0,2,20,C3,25,C4,25,,0,,C3-C4,71,4.318,10,3,359,Medium,False,30.74671052631579,20.25592105263158,35.13815789473684,0.0,3
VER,French Grand Prix 2022,18.90909090909091,32.63636363636363,2.0,1.0,1,16,C3,37,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
HAM,French Grand Prix 2022,9.909090909090908,21.545454545454547,4.0,2.0,1,18,C3,35,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
RUS,French Grand Prix 2022,11.636363636363637,21.545454545454547,6.0,3.0,1,18,C3,35,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
PER,French Grand Prix 2022,13.727272727272727,32.63636363636363,3.0,4.0,1,18,C3,35,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
SAI,French Grand Prix 2022,12.090909090909092,27.545454545454547,19.0,5.0,2,18,C2,24,C3,11,C3,0,,C2-C3-C3,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
ALO,French Grand Prix 2022,2.6363636363636362,7.363636363636363,7.0,6.0,1,18,C3,35,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
NOR,French Grand Prix 2022,5.818181818181818,7.363636363636363,5.0,7.0,1,18,C3,35,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
OCO,French Grand Prix 2022,4.7272727272727275,7.363636363636363,10.0,8.0,1,18,C3,35,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
RIC,French Grand Prix 2022,1.5454545454545454,7.363636363636363,9.0,9.0,1,18,C3,35,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
STR,French Grand Prix 2022,0.2727272727272727,1.6363636363636365,15.0,10.0,1,18,C3,35,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
VET,French Grand Prix 2022,1.3636363636363635,1.6363636363636365,12.0,11.0,1,19,C3,34,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
GAS,French Grand Prix 2022,1.4545454545454546,2.4545454545454546,14.0,12.0,1,18,C2,35,C3,0,,0,,C2-C3,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
ALB,French Grand Prix 2022,0.2727272727272727,0.2727272727272727,13.0,13.0,1,18,C3,35,C2,0,,0,,C3-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
BOT,French Grand Prix 2022,4.181818181818182,4.636363636363637,11.0,14.0,2,18,C2,18,C2,17,C3,0,,C2-C2-C3,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
MSC,French Grand Prix 2022,1.0909090909090908,3.090909090909091,17.0,15.0,2,9,C3,9,C2,35,C2,0,,C3-C2-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
ZHO,French Grand Prix 2022,0.45454545454545453,4.636363636363637,16.0,16.0,2,9,C3,13,C2,26,C2,0,,C3-C2-C2,53,5.842,15,2,423,Low,False,54.46171875,30.164843750000003,47.734375,0.0,5
VER,Hungarian Grand Prix 2022,19.416666666666668,33.0,10.0,1.0,2,16,C4,22,C3,32,C3,0,,C4-C3-C3,70,4.381,14,1,364,Medium,False,26.720958083832333,18.559880239520957,69.31736526946108,0.2754491017964072,5
